Column1,tweet_id,created_at,text,intent,strength
2960,4.80E+17,6/19/2014 22:39,رغم حبي لليابان اتوقع اليونان بتفوز,0,0
2961,4.73E+17,5/31/2014 21:03,ابغا اروح اليونان,0,0
2962,4.73E+17,5/31/2014 16:59,بفكر  اليونان يفوز  البرتغال  مستخدم  شو بتتوقع   رابط   365Scores,0,0
2963,4.68E+17,5/17/2014 17:34, رابط  مدرب منتخب اليونان سانتوس يقترب تدريب الأهلي كأس العالم,0,0
2964,4.62E+17,5/2/2014 7:13,ستار سعد موجود دولة اليونان  قبرص  حاليا يقوم بنزه ترفيهية  شواطئ قبرص,0,0
2965,4.61E+17,4/29/2014 14:31, مستخدم  اليونان بلد الشمس الدافئة وبلداننا بلاد الشمس الحارقة تغير البشرة بعشرة دقائق,0,0
2966,2.16E+17,6/21/2012 22:29, مستخدم  المانيا 2  0 اليونان  توقعات _ المانيا _ اليونان,0,0
2967,2.16E+17,6/21/2012 22:04,المانيا 2  0 اليونان  توقعات _ المانيا _ اليونان,0,0
2968,2.15E+17,6/19/2012 21:47,الان رسميا المواجهات تكون دور ال 8 رسميا  التشيك x البرتغال    المانيا x اليونان    اسبانيا x فرنسا    انجلترا x ايطاليا ,0,0
2969,2.14E+17,6/16/2012 18:51,عرف التاريخ إمراة فيلسوفه  القدم وفي اليونان بلد الفلسفه كانوا الفلاسفه رجال فأين النساء الفلسفه ,0,0
2970,4.96E+17,8/2/2014 18:49,اتذكرت غوارديولا بذهاب البرنابيو جاب وياه المي والعصير المانيا لإن يخاف عاللاعبين منتجات مدريد وبالنهاية اكلهه رايح جاي,0,0
2971,1.35E+18,1/17/2021 8:22,يشعر العراقي بالأمان حياته يخرج حدود بلاده  وكلما يفكر العودة الى الوطن يحسب حساب لماذا يصنع العراقيون الرعب قلوب العراقيين وان كانوا آلاف الأميال عنهم اغلب قصص لجوء العراقيين الى بلدان العالم تحكي الخوف والمطاردات والأغتيال أبناء الوطن,0,0
2972,1.35E+18,1/12/2021 21:57,ترى اني فلندي جيت لجوء للعراق مليت السعادة  رابط ,0,0
2973,1.35E+18,1/6/2021 20:48, مستخدم  هاي شحتوا عمتك حنونة وطلبت لجوء السفارة,0,0
2974,1.34E+18,1/1/2021 8:50, مستخدم  اطلاق النار احتفلوا بالعراق   اطلب لجوء لأي مكان,1,1
2975,1.33E+18,12/4/2020 14:11,طرق النجاة المعاصي لجوء الإنسان الإمام الحجة  عجل الله فرجه  جالس نتظر مد يده إليه يهديه    ياصاحب _ الزمان  رابط ,0,0
2976,1.33E+18,11/23/2020 13:41, مستخدم  لجوء لمريكا,1,1
2977,1.33E+18,11/18/2020 16:36, مستخدم  كول خطية مرتين اذا صدك الكل تطلب لجوء لكونغو الديمقراطية ونعوفلها الكم خضرة مخضرة  حبيبي,1,0
2978,1.33E+18,11/15/2020 22:29,طرق النجاة المعاصي لجوء الإنسان الإمام الحجة  عجل الله فرجه   جالس نتظر مد يده إليه يهديه,0,0
2979,1.33E+18,11/15/2020 18:59, مستخدم  يقدملج لجوء,1,1
2980,1.32E+18,11/4/2020 23:43, ماتوقعت تماما   ترامب سيشكك نزاهة  الانتخابات حال تزايد أصوات  بايدن تدريجيا   انتظرو لجوء ترام للمحكمة العليا   الانتخابات _ الرئاسية _ الأميركية  Elections2020,0,0
2981,1.32E+18,11/2/2020 19:25, أضع نفسي بموضع شفقه  حبا كتفا شيئا مدته مشفق  اللهم إحتياج افتقار لجوء  أعوذ يراني سواك محتاجا مفتقرا ماعنده ,0,0
2982,1.32E+18,10/18/2020 0:41, مستخدم  والقران اذيه احزاب دمرو العراق عمي اكو فرصه لجوء البنكلادش اطلع,1,1
2983,1.32E+18,10/16/2020 23:35, مستخدم  والله مكبرين راسك ليش انته شنو ويستدعوك لقناة انته مجرد عميل جاسوس رخيص مو انته كلكم وثبت بأنه أرخص وأقذر جاسوس بالعالم العراقي وأسعاركم رخيصة جدا واحدكم بورقة لجوء وكم تصيرون عملاء ضد بلدكم,0,0
2984,1.31E+18,10/9/2020 20:48, مستخدم   مستخدم   مستخدم  سيادة السفير تعال اعلمك الكبب المصلاويه وانطينا لجوء وراح ادعي للملكه اليزابيث بالخلود,1,1
2985,1.31E+18,10/9/2020 20:32, مستخدم   مستخدم   مستخدم  اريد لجوء وياك رحمه للعزيز الجليل,1,1
2986,1.31E+18,10/9/2020 20:14,رغم انو الأول حق ينقص الخبره ينقص الصدق اكو ناس دخلت تحرف المسار المهم ان شاء الله القرار يصير الشعب مايتوحد ويثبت راي وايدي صه ال تف اذا تفقنه فد يوم مصلحة البلد هواي يوم فد ساعه منتفق وين ابن قدو بال يحصلي لجوء بمورتانيه,1,1
2987,1.31E+18,10/2/2020 15:24, مستخدم  الامم المتحدة اي تنطي لجوء للارهابي وتساعد بنقلهم مانتوقع شي منهم,0,0
2988,1.31E+18,9/30/2020 9:29, مستخدم  النور والله الوضع بن لادش تنطيني لجوء اطلع لان ارحم العراق,1,1
2989,1.31E+18,9/17/2020 12:32, مستخدم   مستخدم  هوايا ورقة لجوء مالتي العبقري وهنيئا الحمير امثالك معجبي 7 اشك  رابط ,0,0
2990,1.30E+18,9/2/2020 2:56,اتلاحك كلمة بغدادية بعدها براسي وبطرف لساني وطلب لجوء بمركز شرطة باب الشيخ المتحدة معاشره وتنشيط ذاكره احسنلي هواي هواي لعد راحت البلي طارت داكلك نقرضت فديتك استحي صرت اكولها شيبت  بغداد لحكيلي,0,0
2991,1.29E+18,8/13/2020 14:25, مستخدم  مو صوجه صوج لفوه يقبلون لجوء المستحق فعلا,0,0
2992,1.29E+18,8/11/2020 20:10, مستخدم  هه لجوء,1,1
2993,1.29E+18,8/9/2020 3:46, مستخدم   تعيينات _ الصحة _ للجميع تاليها اليتخرج يضل يتوسل بالرايح والجاي ياريت بيهم عندة شهادة رسمية واحدنا عندة شهادتين او وتلكاه يشتغل عمالة  شني _ هاي افتحو لجوء لهاي الشباب وتخلصو المسؤلية وخلو العراق الكم منريدة هوه مبيوع زمان  رابط ,1,1
2994,1.29E+18,8/4/2020 15:34, مستخدم  احنه يهود بالنسبه لحكومه بارح ولد انكلبت الدنيا علي وحنا شهر ناكل قنادر وناشد مضل شريف فاسد مطلبنا منا احنه 450 الف محد سمعنه ولد الدنيا احتركت علي  ليش احنه  مو عراقين اذا متريدونه انطونه لجوء نطلع ساعتها ناخذ حكنه الحكومة غصبن عنه لين  منضمات تطلب,1,1
2995,1.29E+18,8/3/2020 18:37, مستخدم  عاشت ايدك والله اليوم باجر نريد نهج واذا تساعدنا بالحصول لجوء تكون سويت فضل,1,1
2996,1.29E+18,7/28/2020 14:30,هسه اروح للسفاره الامريكية اطلب لجوء ينقهرون ينطوني بدون مقابله اكلهم اني طالب  الموت _ يزاحمنا _ تراكمي _ ينقذنا,0,0
2997,1.29E+18,7/25/2020 22:01, العراق ماكو شي يوصفه ابد اجمل بلد واحلى ناس واحسن دولة الجو ببغداد كلش حلو نسمة هواء تخبل حاجة تشغل تبريد وتنام  لان ماكو كهرباء  لان الجو يخبل يحتاج المهم شباب هسة اكو لجوء اطلع تهريب   التراكمي _ الوزاري _ _ الكاظمي,1,1
2998,1.29E+18,7/25/2020 21:50,هسة شني شباب لجوء ماكو  تهريب ماكو منا منا  شيخلصنه هلعيشة يعني اني اعدل نومتي اريد اكعد الاوادم انام واكعد الحر ومسموط ابوي  التراكمي _ الوزاري _ _ الكاظمي  رابط ,1,1
2999,1.29E+18,7/25/2020 21:45,الاصابات تزايد مريع ووزير التربية قافل شني السالفه عمي  الوضعية مو مال قفلات مره يجينه اضرب الثاني هسة سؤالي شباب لجوء ينطون اطلع تهريب   التراكمي _ الوزاري _ _ الكاظمي,1,1
3000,1.29E+18,7/24/2020 20:41, مستخدم  وتريد لجوء بالصومال يم الموز,1,1
3001,1.29E+18,7/22/2020 9:27,شباب الي يريد يشتغل خلي يقدم لجوء لبنكلادش ومناك يدزونه نشتغل بالعراق  فاعل _ خير  يوميات _ _ محجور,1,1
3002,1.28E+18,7/18/2020 18:17, تراكميي _ _ الحلبوسي _ والكاظمي انتم املنا  مستخدم   مستخدم  نريد التراكمي تساعدونه انقدم لجوء للخليج والله دول الخليج استخدموا التراكمي ليش العراق ظالمين الطلاب اما التراكمي او سفرونه نريد العراق خليه لوزير التربيه,1,1
3003,1.28E+18,7/17/2020 0:02, _ الحلبوسي _ نريد _ التراكمي يأبه اني اريد اطلع لجوء واغرك بالبحر حظي واعرف ولاهالعيشه والمذلة انعل هيج حياه والله لعبت رواحنه مصايرة هاي تراا,1,1
3004,1.28E+18,7/8/2020 14:11,الله يوفقك طلبت لجوء طابق لطابق الأرضي بعدماخليت فلوسي كله بغرفتي  الو _ عماد _ ارفع _ الجوزة 49 درجه الحراره انوخذنا,1,1
3005,1.28E+18,7/4/2020 0:20, مستخدم   مستخدم  مايريدون لجوء,1,0
3006,1.27E+18,6/14/2020 23:29, مستخدم  إحنا نريد نبني بلدنا حطام الآخرين انطو أهل رفحاء وإلى العراقيين حقهم يقولون ماكو ميزانية وقبل يوم حولو 400 مليار الجهة طبعا معروفة  تطلع لجوء تاخذ حقك بلدك كاتلك الفكر والضيم,1,1
3007,1.27E+18,6/14/2020 16:01, مستخدم  وأنتم مو جنتو عايشين بلعراق صدام انطاكم عفو شلون حاربتو النظام السابق والبعض طلب لجوء خارج العراق,1,0
3008,1.27E+18,6/12/2020 10:46, مستخدم  اصلا لعبه منهم هيج اكيد عنده ملفات عليهم وطلعوا هيج سالفه براسه معقوله هيج غبي يطلب لجوء يمهم يحموه  ,0,0
3009,1.27E+18,5/31/2020 20:34, مستخدم  الغبي يرد طلب لجوء انساني احد الدول يروج فديو ويخبر ان مطلوب للدوله وهارب السلطة وهكذا يحقق طلبه ,1,0
3010,1.27E+18,5/28/2020 18:05, مستخدم  هسه يطلع يصيح ابو العدس عله ترامب ويطلب لجوء للعراق,0,0
3011,1.27E+18,5/28/2020 18:01, مستخدم  هسه  ستيفن _ بعرورة يطلع يصيح عله ترامب ابو العدس ويطلب لجوء للعراق مدري عليمن جبناها  ,0,0
3012,1.26E+18,5/18/2020 23:15, مستخدم  شكد احبكم مامفتوح لجوء اسبانيا ,1,1
3013,1.26E+18,5/18/2020 2:40, حيرة أعرف ناس قدموا لجوء الى أوربا بحجة أنهم  مثليون  وهربوا دولهم الإسلامية لإنها تضطهد حريتهم تفاجأت اليوم  بثورتهم رفع  المثليين  سفارة الإتحاد الأوربي ببغداد ,0,0
3014,1.26E+18,5/16/2020 2:43, مستخدم  السعودية ماتقبل لجوء   وذهبت الأردن سنة 1999 وماصارت لجوء   رجعت سقوط بغداد   2003,0,0
3015,1.26E+18,5/15/2020 7:15, مستخدم   مستخدم  محتاجين لجوء يومية بدولة  خاف تعرفهم ,1,0
3016,1.26E+18,5/9/2020 13:06, مستخدم  يقلقون راحة الملكة إليزابيث   تستاهل   لأن انطت لجوء لهيجي شكو ول,0,0
3017,1.26E+18,5/7/2020 12:34,اريد افهم العراقي الي جاي يبرر لمثل تدخلات وذابح نفسه زحف السفير التركي وين يريد يوصل  يدور لجوء ,1,0
3018,1.25E+18,4/27/2020 13:23,لجوء مرتزقة يسمى بثورة للإنحطاط الأخلاقي واللغة الإستفزازية جاء للفت الأنظار والإنتباه لمشروعهم الميت والمنسي  ,0,0
3019,1.25E+18,4/20/2020 17:49,ماري حصلت لجوء خطية ماري مشه حالها بشارع تقسيم هسه شلون ماري جربي قدمي لجوء للعراق بلكي يقبل هه  زبايل  فروخ _ السفارة تلفونج وينه ماري  رابط ,0,0
3020,1.25E+18,4/19/2020 10:32,وهذا التوجه سيرسخ لجوء المواطنين للعشائر لفقدانهم الثقة بالقانون والحكومة وعجزها تحقيق المساواة ابناء الشعب يحدث دولة تصارع اجل اثبات نفسها للعالم بأنها   دولة  سيادة  وليس مجرد أرض البقاء للاقوى والاكثر نفوذا والاكبر عمامة والاطول مسبحة,0,0
3021,1.25E+18,4/17/2020 22:51, مستخدم  هسة تطلع كذبة قصدها تريد لجوء بالعراق,0,0
3022,1.25E+18,4/16/2020 8:25, مستخدم  ماكو لجوء لكندا ,1,1
3023,1.25E+18,4/11/2020 12:25, مستخدم  مو اني ادكلها ناعم بلكي احصل لجوء اني احجي,1,1
3024,1.24E+18,3/27/2020 2:23, مستخدم  هاي مونهاية العالم   شنو هالجبن امريكا لخاطر السموات   شبيكم زار   روحك   يمعود اخطف نفسك وروح اخذ لجوء وخلصنا  ,1,0
3025,1.24E+18,3/26/2020 21:32, مستخدم  الا ينطوني لجوء لبريطانيا يالله اضبطه وداعت غيث التميمي,1,1
3026,1.24E+18,3/22/2020 20:26,الحمدلله عافية وليس مرض   الحمد لله حجرآ وليس حرب   الحمدلله بيوتآ وليس لجوء   الحمدلله طعامآ وليس جوع   احمدوه اصغر النعم وأكبرها   استشعروا بأبسط التفاصيل حولكم   الحمدلله دائمآ   وأبدآ   يرضى,0,0
3027,1.24E+18,3/22/2020 7:38, مستخدم  اخو هايده هسه اني احصل لجوء للصومال لفولتا العوليا همه اروح كتلنه القهر ذوله وامثالهم صرنه ابنه يعالج يمه در يسويله شي,1,1
3028,1.24E+18,3/22/2020 1:03, مستخدم  ماتطلبلي لجوء,1,0
3029,1.24E+18,3/21/2020 2:03,الحمد لله حجرا وليس حربا طعاما وليس جوعا وطن وليس لجوء اللهم الطف,0,0
3030,1.24E+18,3/14/2020 10:12,اذا تروح لأوربا لجوء تفيدك اكعد اخدم بلدك احسن   Koronovirus  كورونا,0,0
3031,1.24E+18,3/4/2020 9:14, مستخدم   مستخدم   مستخدم   مستخدم  لجوء   شباب طالعه اشهر مواجهه الخطر والموت وكلشي تكول لجوء   مشكله قضية الوطن مراح يعرفهه الي طالع صدك علموده ,1,0
3032,1.23E+18,2/28/2020 0:17,رويترز  تركيا قررت عدم منع اللاجئين الوصول أوروبا برا بحرا     تركيا  لجوء,1,0
3033,1.23E+18,2/27/2020 20:28, مستخدم  يالله جايكم انطوني لجوء,1,1
3034,1.23E+18,2/26/2020 11:56, مستخدم  والله العظيم كلهم اذا لجوء السودان يطفرون ولون وطن طنين,1,1
3035,1.23E+18,2/20/2020 20:37,لجوء مضمون منشور بصفحتك بالفيس تنشره تغلط الحكومة  شخصية دينيه او سياسية صور بالتحرير بيدك مغذي حساب وهمي ترسل لروحك تهديد اختطاف وهمي  بيت خالتك يوم  حملة زينة شخصية تافها تريد تصادر جهود شباب لليوم بساحة التحرير حقيقيين والبرد كاتلهم اصحاب قضية اهم لجوءك,0,0
3036,1.23E+18,2/18/2020 15:45, مستخدم   مستخدم  صديقي العزيز خلي نكون اكثر واقعية لتحقيق افضل النتائج ثورة تنطي العدد الشهداء والجرحى خيرة الشباب  الواعي عوائل محترمة مو يجي مخربط ويدور لجوء اصلا يتعمد الاسائة للثورة ميزو صفوفكم وهاي وصية المرجعية,0,0
3037,1.23E+18,2/16/2020 16:24, مستخدم    لجوء,1,0
3038,1.22E+18,2/3/2020 21:23,لجوء المتظاهرين  واسط مثلا لتشكيل مجاميع مضادة لحماية المتظاهرين  ارهاب _ القبعات _ الزرق والمسماة  القبعات الحمراء  مؤشر تصاعد إحتمالية حدوث صدام أهلي سيكون التيار مسؤولا وقوعه حدث قدر الله ,0,0
3039,1.22E+18,1/31/2020 19:42, مستخدم   نريد _ لجوء هدف سامي,1,1
3040,1.22E+18,1/31/2020 19:31, مستخدم   مستخدم  خطية الخرعه ماخذه نص حيله والنص الثاني ضامته لطلب اللجوء  نريد _ لجوء,1,1
3041,1.22E+18,1/31/2020 19:30, مستخدم  مو يردون وطن اساس اشو طلعوا يردون لجوء,1,0
3042,1.22E+18,1/29/2020 11:03, مستخدم   مستخدم   مستخدم  والبقية شهداء اخذو لجوء لغير دولة,1,0
3043,1.22E+18,1/20/2020 7:59,ياأخي شي ينرفز تشوف طلع تعيينه ويكول مااريده ليش ياحظي ليش  يجي متعين مو بتخصصه وماخذ مكانك شكو درست اني تاخذ مكاني  اني اشتغل كلها تحفر ورايه لان اشتغل احسن منهم ديلا بله  اطلب لجوء الى بلاد الموزنبيق,1,1
3044,1.21E+18,1/8/2020 0:19, مستخدم  والله دام اتعرفين منو يستقبل لجوء كاعد اتدورين طفره,0,0
3045,1.21E+18,1/8/2020 0:13, مستخدم  يعني اطلب لجوء للصومال,1,0
3046,1.21E+18,1/6/2020 4:28,صدام عايش جان كعد يصف ويكول قصرتوا  كملتوا مسيرتي   شعب جوعان وحافي   نص البلد طالب لجوء   قتل يومي وبالشوارع   الشعب لابس زيتوني ويكمز   حرب وي امريكا شنو ندري   واخر انجازاتكم حصار جديد علينا وعقوبات,0,0
3047,1.21E+18,1/3/2020 23:36, مستخدم  شوفولنا حيدر نوري خل يدبرلنا لجوء للبرازيل,1,1
3048,1.21E+18,1/3/2020 1:21,سمعت خبر جديد اكو رجعو طلبو لجوء ليران  صدك كلام,0,0
3049,1.21E+18,1/2/2020 15:41, مستخدم  ياا اطلب لجوء هسه شلون   ,1,1
3050,1.21E+18,1/1/2020 0:12, مستخدم  بن حمد ماتعطيني لجوء ,1,1
3051,1.21E+18,12/30/2019 10:53, مستخدم  اطلب لجوء,1,1
3052,1.21E+18,12/30/2019 10:52, مستخدم  يلا خلي نطلب لجوء جماعي ونخلي العراق الهم,1,1
3053,1.21E+18,12/29/2019 23:03, مستخدم  ايجوز طلبن لجوء,1,0
3054,1.21E+18,12/27/2019 13:18, مستخدم  هسه عيب يحجي شلون اخذو لجوء  ,1,1
3055,1.21E+18,12/25/2019 22:59, مستخدم  صدك جذب يعني ابد سوك اسواق مول خطار عمي طلبي لجوء سياسي طلعي مضاهرات اهلج,0,0
3056,1.21E+18,12/22/2019 23:18, مستخدم  المعركة اسمها ابو قير خسرها ابو قير  الاسكندرية عظيمة  خذ المعلومة دي السريع العصافرة يوجد قبر اخر ملوك ايطاليا طلب لجوء عندكم بالثلاثينات,0,0
3057,1.21E+18,12/22/2019 15:13,باي   حسوي لجوء للموزمبيق  رابط ,1,1
3058,1.21E+18,12/19/2019 10:58, مستخدم  يعني ترامب يتغير وجماعته لازكين اني هيج اطلب لجوء,1,1
3059,1.21E+18,12/15/2019 1:08, مستخدم  نت افكر نطلع برا العراق ونطلب لجوء نت ول شحصلنه وطن الاذيه والحزن هسه ندمانة لان اني يت هيج وفكرت بهل طريقه ومقهورة حيل عراقنا يحتاجنا بهل ضروف حيل سوده لازم يرتاح تعب هواي احنه ايد وحده محد درلنا والحكومة ضايجه لمة التخبل مصدومين لان لسه صامدين,0,0
3060,1.20E+18,11/30/2019 20:48,اذا نوري المالكي استلم الحكومه وصار رئيس وزراء اطلب لجوء بالسودان  رابط ,1,1
3061,1.20E+18,11/29/2019 16:50, مستخدم  ماكو محاكمات هسه بسرعة يسوولهم لجوء سياسي ويسافرون لأمريكا وأوروبا,1,0
3062,1.20E+18,11/20/2019 23:56, مستخدم   مستخدم  سعادة السفير استحي نفسك وروح استقيل واطلب لجوء بدولة اوادم  عيب هالتصرفات تليق بحمير  فكيف بسفير  ,0,0
3063,1.20E+18,11/15/2019 22:55, مستخدم  ايراني اكثر عراقي   وللعلم يسحبون الجنسية العراقية ستطرده بريطانيا   لانها تقبل لجوء الايرانيين ,0,0
3064,1.20E+18,11/15/2019 14:18, مستخدم  اي وتلح تنخطفي وتحصلي لجوء فنلندا,1,0
3065,1.20E+18,11/15/2019 8:37,بلجيكا تعلن عدم قدرتها استيعاب المزيد اللاجئين أعلنت السلطات البلجيكية  اليوم الجمعة  أنها تعد قادرة استيعاب اللاجئين بسبب كثرة طالبي اللجوء وامتلاء الأماكن المخصصة  طلب _ لجوء  رابط ,0,0
3066,1.19E+18,11/14/2019 11:16,اعمل نفسك  مخطوف تحصل لجوء فلندا,1,1
3067,1.19E+18,11/14/2019 9:33, مستخدم  يمكن يروج يدور لجوء,1,0
3068,1.19E+18,11/14/2019 0:10, مستخدم  تردين لجوء,1,0
3069,1.19E+18,11/14/2019 0:03,اذا فقد اللقب احتمال بطلب لجوء للصومال اللطم بالعائلة  رابط ,1,0
3070,1.19E+18,10/21/2019 22:41, مستخدم  دحصلنه لجوء للنرويج خلي نخلص هركم  ,1,1
3071,1.18E+18,10/10/2019 15:52,بسبب قرار سياسي يواجه أكراد سوريا الشمال الشرقي لسوريا الموت  الشعب السوري وقف العراقين الأزمات  الأكراد احتضنوا أزمة اللجوء وأزمة النزوح لسنوات طويله  اليوم معرضين لأكبر أزمة لجوء وازمة انسانيه   Syria  Kurds  KurdishGenocide,0,0
3072,1.18E+18,10/10/2019 12:33, مستخدم  قدمت لجوء السودان,1,0
3073,1.18E+18,9/29/2019 3:30,الى يهمه الامر العراق ان العراق ينحدر سيء الى اسوء سببه حكم العراق الاحتلال لمعاقبة الشعب العراقي واذلاله لانهم يمثلون اعداء العراق الا ندر وان الان لجوء الحكومه للتعاقد الصين والعراق محاصر انحياز للمحور الايراني ويمكن التعاقد دول الغرب المتقدم,0,0
3074,1.17E+18,9/5/2019 5:52,ادعو العراقيين الهجرة الى دولة الارجنتين ويعتبرونة منكوبين ومضدهين وكلشي خلي يطونة لجوء  رابط ,1,0
3075,1.17E+18,8/27/2019 22:47, مستخدم  ماعندكم لجوء خل اروح يم المجندات,1,1
3076,1.15E+18,7/12/2019 7:21, عرض _ خاص جبتلك الحل اذا ماعندك بيت قطعه ارض تالي  تروح للسفاره الافغانيه او الباكستانيه تقدم لجوء وراح تحصل بسهوله تحصل احدى الجنسيتين تروح لمكتب سماحه المرجع بشير النجفي وكله اني باكستاني او افغاني اتباعك ومقلديك ينطوك قطعه   باقي كلام الاسفل   رابط ,0,0
3077,1.15E+18,6/29/2019 21:43, مستخدم  روح اطلب لجوء يسألوك ليش تطلب لجوء كلهم اني البصرة فرع جهنم الثاني هه,1,0
3078,1.14E+18,6/6/2019 14:41, مستخدم  السلام عليكم   عيدكم مبارك   اني اخوكم العراقي عقيد مهندس متقاعد   خريج هندسه بغداد سنه 1982 قسم ميكانيك او ان اطلب منكم لجؤء او اقامه ولدي القدره والتطوير الصناعي ومجال الطاقه ارجو التواصل منكم وانتم بلدي الثاني قطر   وشكرا,1,1
3079,1.12E+18,4/21/2019 4:42, مستخدم   مستخدم  والله احنه اللي خطيه   وعساه لجوء ابوركينافاسو,1,0
3080,1.11E+18,3/16/2019 15:37,بالعراق ومحد داسلك طرف  تشتغل  تطلع  تطب  بكيفك  ليش تطلع برة وتقدم لجوء  تكول مضطهد جنت اكدر اطلع باب البيت ومتهدد  وخطفوني  عيب عليكم  استحوا شيباتكم  فنان تجاري,0,0
3081,1.10E+18,2/25/2019 20:09, مستخدم   الله _ يحفظ _ الجزائر بحفظه وأن يبعد عنها سوء ندعوا جهرا وخفاء لحظة لايدخل بينهم موبوء وأن يصان لكل فرد فيهم ماله وعرضه ومالنا الله لجوء  رابط ,1,0
3082,1.10E+18,2/19/2019 13:21, مستخدم  شنهي السالفه  انت تريد لجوء انساني  ,1,0
3083,1.10E+18,2/15/2019 19:33,معلومات وساطة تركية لمنح عمر البشير وعائلته لجوء تركيا  ومعلومات أخرى احتمال لجوء الاسد الجزائر الأسابيع المقبلة الاخبار منقولة  مستخدم  الي يومية يطلع إشاعة عد راحه  ايدي كوهين ,0,0
3084,1.09E+18,1/29/2019 7:16,خذيني نازحا يرمي عينيك المشمستين دياجر غربتة أبحث خيمة لجوء وأرصفة وطن العراقي حيدر  رابط ,0,0
3085,1.08E+18,1/10/2019 15:02,البدايه حسيت قضيه رهف غريبه دعمتها باي شي ومع انو ماثبت شي اتمنى مايطلع اللي يقولوه صح وانها استغلت قضيه المعنفات لان هالكلام صح تطلع انسانه وصخه لابعد حد تبين تهاجربن وتهربين وتطلبين لجوء سويها كلها لاتستغلين قضيه ناس مالها ذنب وفعلا تعاني,0,0
3086,1.08E+18,1/6/2019 20:53, مستخدم  مسودن والرضا هه اية الشباب يريد لجوء,0,0
3087,1.08E+18,12/20/2018 21:50,قليل خابرني اخوي كرار كربلاء المقدسة ال  أكلك حيدر  قيس _ الخزعلي شيسوي  تله يمكن جاي يتأكد نهر  الفرات بعده طلب لجوء المصر يعني شيسوي ياكرار جاي يزور ,0,0
3088,1.07E+18,12/5/2018 11:40, مستخدم  السيد أوربا عندما تمنح اللجوء لأي عربي لاتمنحه الالكونه يحمل مؤهل علمي تحمل تكلفته جياع شعبه  ومرة سمعت بأن ألمانيا قبلت كثير الأطباء السوريين كلف منهم مليون طبيبا  فأي تبذير لأموال يقبل لجوء العرب ومنهم السوريين ,0,0
3089,1.06E+18,11/16/2018 23:45, مستخدم  بلعراق صحفي طالب لجوء وخارج بلد او مقتول عصابات الأحزاب الحاكمة,0,0
3090,1.06E+18,10/29/2018 13:27, مستخدم   مستخدم  لغاية يتم تهديدها تطلب لجوء لعبة غبية,0,0
3091,1.05E+18,10/19/2018 16:23, مستخدم  اكدر اروح امريكا اخذ لجوء رحت للعلم,0,0
3092,1.05E+18,10/18/2018 11:33,السبب بكونك بلد مراتب الفشل انت لأنك تفتخر بكونك عراقي   كثير العراقين لسان حالهم يقول انه خلق بلد اخر أفضل كونه عراقي بالجنسيه وهذا سبب لجوء الكثير الشباب   لانه ماكان منا احد ينظر لجانب المضيء للبلد اعلم ان شهداء سقطت دمائهم اجل ان تبقى,0,0
3093,1.05E+18,10/17/2018 14:18,4  17pm  2018  10  17 اللهم إنحناء إحتياج لجوء ضعف ,0,0
3094,1.05E+18,10/3/2018 18:37, مستخدم   مستخدم   مستخدم  انتم هاي النماذج الي اتفكر هيج كون يطلعلكم لجوء ونخلص منكم بسبب تفكيركم الطائفي,0,0
3095,1.05E+18,10/1/2018 9:33, مستخدم  هه هسه اكو لجوء بالنمسا ,1,0
3096,1.05E+18,9/28/2018 23:58, مستخدم  والله الصراحة انتي تخلين عندي امل بالحياة   اذا موجوده الحياة بالعراق   اتخيل 2022 العراق يطلب لجوء ابو جعفر المنصور,0,0
3097,1.04E+18,9/17/2018 0:50, مستخدم  الأصل لجوء إسرائيل,1,1
3098,1.04E+18,9/17/2018 0:50, مستخدم  اني عراقيه ولطلب لجوء دوله إسرائيل,1,1
3099,1.04E+18,9/6/2018 21:04, مستخدم  تعارضين سياسة التيار الصدري لأنه  جلس برايمر وسمى الإحتلال قوات صديقة  لأنه يطالب بالكراسي والمناصب لأنه الفائز الأول الإنتخابات  لأن قائده كاميروني وليس عراقي  لأن الصدريين طالبي لجوء العراق وليس عراقيون  لأنهم ولأنهم ولأنهم مو مومو الحاقدة وسن,0,0
3100,1.03E+18,8/20/2018 11:13, مستخدم  يلزموها نص الشعب يطلب لجوء باثيوبيا,1,0
3101,1.03E+18,8/17/2018 21:56, مستخدم  مئات ام يكن الالاف الدواعش دخلو الو المانيا هربا العقاب واخذو لجوء ويعيشون بامان رغم كونهم قتلو وسبو العراقيين اين الحكومة الالمانيا منهم وهي تعرفهم لانهم علو قائمة الارهاب للاسف,0,0
3102,1.01E+18,7/4/2018 17:31, مستخدم  هه الله يساعدك والله حاسة بمعاناتك اطلب لجوء الى دول الجوار,1,0
3103,1.00E+18,6/7/2018 22:44, لجوء  ليلة _ القدر اللهم رب السلام  أرزقنا السلام    إسراء _ الشاوي  رابط ,0,0
3104,9.89E+17,4/23/2018 22:24, العراق يوقع اتفاقا  المانيا لاعادة 10 الاف طالب لجوء عراقي الى العراق وتم افتتاح اول مركز لاعادة اللاجئين بالشرق الاوسط  اربيل العراق  طبعا التصرف سواه المالكي عام 2010 وقع اتفاقية السويد وقتها  رابط ,0,0
3105,9.86E+17,4/16/2018 13:08, مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم  ان شاء الله راجعين عالاقل نضمن نحصل لجوء يحكمون,0,0
